"Timestamp","ElapsedSeconds","ProcessCount","CpuPercentMachine","WorkingSetBytes","PrivateBytes","HandleCount"
"2026-08-13T14:51:46.6087334+03:00","1800.2","7","3.156","482148352","223002624","3697"
"2026-08-13T14:51:51.8656462+03:00","1805.5","7","3.17","482717696","223772672","3765"
"2026-08-13T14:51:57.1310525+03:00","1810.7","7","3.165","481771520","222846976","3733"
"2026-08-13T14:52:02.3683910+03:00","1816","7","3.182","480124928","221265920","3697"
"2026-08-13T14:52:07.6022184+03:00","1821.2","7","3.184","480972800","222093312","3697"
"2026-08-13T14:52:12.8368054+03:00","1826.4","7","3.184","482316288","223326208","3697"
"2026-08-13T14:52:18.0676195+03:00","1831.7","7","3.186","481595392","221773824","3696"
"2026-08-13T14:52:23.3175920+03:00","1836.9","7","3.175","480264192","220508160","3696"
"2026-08-13T14:52:28.5481768+03:00","1842.1","7","3.186","479682560","220426240","3692"
"2026-08-13T14:52:33.7866803+03:00","1847.4","7","3.182","480251904","220946432","3692"
"2026-08-13T14:52:39.0176420+03:00","1852.6","7","3.186","481124352","221167616","3692"
"2026-08-13T14:52:44.2551936+03:00","1857.8","7","3.182","481927168","222068736","3692"
"2026-08-13T14:52:49.4798028+03:00","1863.1","7","3.19","482492416","222519296","3692"
"2026-08-13T14:52:54.7092637+03:00","1868.3","7","3.187","479494144","219598848","3692"
"2026-08-13T14:52:59.9417994+03:00","1873.5","7","3.185","479797248","219987968","3692"
"2026-08-13T14:53:05.1900384+03:00","1878.8","7","3.176","480763904","220872704","3692"
"2026-08-13T14:53:10.4195824+03:00","1884","7","3.187","481910784","222003200","3692"
